"ep_airdate","tweet_id","text_clean","n_questions"
"2016-12-08","806996639747543040","Do you think a deal for Brexit could realistically be achieved in two years?",4
"2016-12-08","807000865244672001","Is it time to raise basic rate tax to pay for a better NHS and public services?",4
"2016-12-08","807006226978639872","Is Boris Johnson too much of a loose cannon to be Foreign Secretary?",4
"2017-01-12","819677662511853569","Is Donald Trump fit to be leader of the free world?",4
"2017-01-12","819681014880538626","Is Theresa May wrong to reject the claims made by the British Red Cross that NHS hospitals are facing a ‘humanitarian’ crisis?",4
"2017-01-12","819686920716505088","Is restricted access to the single market a price worth paying to drastically reduce immigration?",4
"2017-01-12","819690327023951873","Should there be a maximum wage cap?",4
"2017-01-19","822214301830283264","If the Referendum was re-run tomorrow, what do you think the outcome would be?",5
"2017-01-19","822219143810269190","Is Boris Johnson a liability or is he just brave enough to say what the rest of us are thinking?",5
"2017-01-19","822221528213364737","Will the world be a more dangerous place from tomorrow when Donald Trump is sworn in as the 45"" President?",5
"2017-01-19","822224578487418880","Should a council be allowed to raise council tax by 15% for social care? Shouldn’t this be coming out of central government budgets?",5
"2017-01-19","822226996264636416","Why are we giving away so much foreign aid money while cutting back on vital services at home?",5
"2017-01-26","824751839539261440","Should our government turn a blind eye to Trump’s controversial policies in the interests of renewing our special relationship with the US?",5
"2017-01-26","824754076822929411","If the government policy in the UK is to reduce illegal immigration, why is Donald Trump’s wall so controversial?",5
"2017-01-26","824755941627277312","Regarding Article 50, do local MP’s have a moral duty to vote with their conscience, even if it goes against the majority of their constituents?",5
"2017-01-26","824760616191684609","Should GP’s be able to charge some patients for some procedures or aspects of care?",5
"2017-01-26","824763267214143488","With the Southern Rail strike chaos and the recent fare increases, should the railways be nationalised?",5
"2017-02-02","827287320386605059","Should Trump’s state visit to the UK be blocked in light of his recent immigration ban?",6
"2017-02-02","827293336428040192","In view of the Bank of England’s revised growth forecast today of 2%, what’s happened to Armageddon!!",6
"2017-02-02","827295128821833728","What proposals would you put in place to curb the millions spent on health tourists each year?",6
"2017-02-02","827297467515412480","Do we have an effective opposition in the UK? To quote Theresa May “he can lead a protest, I’m leading a country” regarding Jeremy Corbyn?",6
"2017-02-02","827299817109987328","Should parents be fined for taking their children out of school?",6
"2017-02-02","827301167847841793","Should all politicians have somebody sat behind them with a sign saying “he’s lying to you?",6
"2017-02-09","829823955469029376","What would the panel like to say to the many unaccompanied refugee children in Europe who are now affected by the curtailment of the Dubs scheme?",5
"2017-02-09","829827399600713729","Is it fair to refer to backers of Brexit as ‘jihadis’?",5
"2017-02-09","829830405587030016","If one of your elderly relatives was rushed into hospital tonight, how confident are you that they would get a bed - or a stretcher in a corridor?",5
"2017-02-09","829835024090406912","Should Donald Trump be allowed to address the Houses of Parliament?",5
"2017-02-09","829837258215809024","Does David Beckham deserve a knighthood?",5
"2017-02-16","832361007905460225","62% of Scots voted against Brexit.  Should Scots have a right to a  second independence referendum?",5
"2017-02-16","832365089068052481","Why do the SNP want to reclaim powers from Westminster only to hand them over to Brussels?",5
"2017-02-16","832369051217383424","Should the Scottish government adopt the education reforms seen in England in order to improve falling attainment levels?",5
"2017-02-16","832372256290512900","Should the UK follow Trump’s lead and treat Russia as a potential ally instead of an enemy?",5
"2017-02-16","832374191844376576","Should we add Vitamin D to food?",5
"2017-02-23","834897586339328002","Does the Labour Party, under Jeremy  Corbyn, still represent the working  class and communities such as Stoke?",6
"2017-02-23","834900759808462848","Is defeat for UKIP in the Brexit capital by-election today the end of the party?",6
"2017-02-23","834904281790701568","Has Tony Blair’s intervention on Brexit helped or hindered the Remain cause?",6
"2017-02-23","834907693378908160","Shouldn’t the government be doing  more to improve the level of  education in the country other than  focussing on more grammar schools?",6
"2017-02-23","834910916139364353","Is it ever right to compensate terror suspects?",6
"2017-02-23","834912104020918276","Who ate all the pies!?...has football lost its sense of humour?",6
"2017-03-02","837434423981260801","Is it acceptable for people to view indecent images of children without the threat of being prosecuted?",5
"2017-03-02","837436415600443393","Are cuts in police funding putting public safety at risk?",5
"2017-03-02","837440472595456001","Should EU citizens’ right to live here be a bargaining chip?",5
"2017-03-02","837444861833932800","Does the Copeland by-election result prove that Labour is slipping into obscurity under Corbyn’s leadership?",5
"2017-03-02","837448237401395202","Has Sir Phillip Green done enough to redeem himself, or should his knighthood be taken away?",5
"2017-03-09","839970961747279872","Is breaking a manifesto pledge justified when it’s done in the name of fairness?",6
"2017-03-09","839974026902732801","Is the extra £2 billion funding over the next 3 years for social care too little too late?",6
"2017-03-09","839977339522056192","Should a snap election be called to give the government a Brexit mandate?",6
"2017-03-09","839980669333864450","Should Scotland be given a second referendum?",6
"2017-03-09","839982758273404928","Why are so many politicians, mostly but not exclusively left wing, violently opposed to grammar schools?",6
"2017-03-09","839984959167352832","Should MPs be allowed to do paid work outside parliament?",6
"2017-03-16","842507818158739458","Theresa May said that “‘now is not the time” for a Scottish independence referendum. When is the time?",4
"2017-03-16","842513586228486145","In light of David Davis’s admission that no economic assessment has been carried out on the effects of a hard Brexit, should Article 50 be delayed?",4
"2017-03-16","842518032522067968","Should Philip Hammond resign?",4
"2017-03-16","842520564363354112","Are we asking the impossible from the NHS to deliver with the money it has?",4
"2017-03-23","845047646070951936","Is terror ‘part and parcel’ of modern  Britain?",6
"2017-03-23","845051299318116352","How will the Welsh economy cope when the EU funding and subsidies stop?",6
"2017-03-23","845054761321795584","Is it fair to families of victims murdered by Martin McGuinness and the IRA to heap so much praise on him?",6
"2017-03-23","845057359974150145","Is being an MP a full time job?",6
"2017-03-23","845059491293003776","Should Wales have a  referendum like Scotland  now we are leaving the EU?",6
"2017-03-23","845061762688974848","Should the Prime Minister call a general election now?",6
"2017-03-27","846444844084006912","Should we expect to pay a large Brexit payment to the EU when we eventually leave?",5
"2017-03-27","846447750875156481","Is Theresa May right to say that 'no deal' is better than a ‘bad deal’ ahead of the Brexit negotiations?",5
"2017-03-27","846453976992301056","Will there be a cap on the number of EU nationals allowed in the UK once the Brexit negotiations have been concluded?",5
"2017-03-27","846459416543154177","Will Brexit unite or spell the end of the Union?",5
"2017-03-27","846464305784655873","Should the British people have a vote on the final Brexit deal agreed?",5
"2017-03-30","847565948512911360","Will the Brexit divorce turn messy?",5
"2017-03-30","847569348449447938","How much danger will be there to workers’ rights from the Great Repeal Bill?",5
"2017-03-30","847574241675497472","With no MPs and Brexit achieved, is UKIP finished?",5
"2017-03-30","847576318493569025","Sgt Blackman (Marine ‘A’) is about to be released. Does the country really understand the nasty, harsh reality of modern war?",5
"2017-03-30","847578547057082369","Is the recent Health England decision to charge for gluten free and other products the beginning of a pay-as-you-go-NHS?",5
"2017-04-06","850102964094214145","Labour propose taxing private school fees to fund primary school meals for all children. Is this fair?",5
"2017-04-06","850105629725380608","What action can we take to prevent a further chemical attack by the Assad regime on their own people?",5
"2017-04-06","850108933863866369","Why are we paying for Brexit?",5
"2017-04-06","850113675507757062","With benefit cuts on the sick, disabled and vulnerable, are we returning to Dickensian times?",5
"2017-04-06","850116308612132867","Should Ken Livingstone be expelled from the Labour Party?",5
"2017-04-27","857713319683248128","Has the general election been called for the benefit of the Conservative Party not the country?",5
"2017-04-27","857717238987665408","Is tactical voting undemocratic or the only way to prevent a hard Brexit?",5
"2017-04-27","857721060933992449","Why haven’t the main political parties promised to end the rank betrayal of my generation that is the ‘triple lock’ on pensions?",5
"2017-04-27","857723723222310913","With tensions rising, should we be more concerned about Kim Jong-Un or Donald Trump?",5
"2017-04-27","857726761957830661","Is it right for Theresa May to maintain the 12 billion foreign aid budget when services such as the NHS are so clearly in need of additional funding?",5
"2017-05-04","860249946909528065","Considering the recent rhetoric coming from Europe, do we need a “bloody difficult woman” to negotiate Brexit?",5
"2017-05-04","860253235461971968","How much is too much? £50 billion, £60 billion or £100 billion?",5
"2017-05-04","860256401255485444","Why is the media refusing to portray Jeremy Corbyn ina positive light?",5
"2017-05-04","860259151615864833","Use of foodbanks has drastically increased under this Tory government. Shouldn’t we hang our heads in shame that in one of the richest countries in the world, people are queuing for food?",5
"2017-05-04","860261975787544585","As a portrayed saviour of the NHS, how does the Labour party plan to combat an NHS culture of wastage, inefficiency and poor management?",5
"2017-05-11","862787298257252352","Is the leaked Labour manifesto an attempt to drag Britain back to the nightmare that was the *70s?",3
"2017-05-11","862793792847564800","Will a Conservative advance across Scotland halt a second independence referendum?",3
"2017-05-11","862797070255747073","As a young person, why should I find the UK an attractive place to live after Brexit?",3
"2017-05-18","865324074884616202","After paying all of your working life, is it right you have to sell your family home to pay for your care costs?",4
"2017-05-18","865329966757576707","Is Jeremy Corbyn credible enough to lead Brexit negotiations?",4
"2017-05-18","865334081655111680","Why give away 13.1 bn to foreign aid while we are short of nurses, doctors and cutting back on police, fireman and care for old people?",4
"2017-05-18","865336081260179456","Should tuition fees be free for all students?",4
"2017-05-25","867859795361116160","As a father of three young girls living here in Manchester, I have found it hard to come to terms with Monday night’s atrocities. What decisive actions should Government take to protect its citizens?",5
"2017-05-25","867864570207105026","How can we prevent Brits from being radicalised?",5
"2017-05-25","867870492799193090","Isn’t it about time that anyone who is a suspected terrorist should be thrown out of the UK immediately?",5
"2017-05-25","867872651527802880","To what extent have the leaked security details jeopardised our ""special relationship"" with the U.S?",5
"2017-05-25","867873219348508677","My 8-year-old daughter asked me why her friends call her a terrorist? What can be done to stop hate towards Muslims?",5
"2017-06-01","870396884208291840","If Theresa May can’t debate, can she negotiate?",4
"2017-06-01","870399367814930433","What does a bad Brexit deal for the UK look like to you?",4
"2017-06-01","870406118534721536","Are Jeremy Corbyn's new tax proposals going to scare away some of the wealth and talent from this country?",4
"2017-06-01","870410315426668545","Why is it that I don’t believe anything that any politician tells me even though I am a natural optimist?",4
"2017-06-02","870724605111042048","Why should the public trust anything you say or any of your policies when you have a known record of back tracking and broken promises during your time as Home Secretary and now as Prime Minister?",12
"2017-06-02","870726788615467009","If the EU start being awkward why don’t we just “cut and run”’ and pay nothing?",12
"2017-06-02","870729566695960577","What is the point of us working our whole lives and building up a pension if it's all going to be taken away again to pay for our care should we need it?",12
"2017-06-02","870733173373771776","I will be voting Conservative but am not happy with the amount we give away in foreign aid especially to North Korea. Why?",12
"2017-06-02","870734239146409984","State schools are underfunded and teachers are over-worked. Why are you putting money into grammar schools when states school are beneficial to all abilities?",12
"2017-06-02","870735064337981445","Why haven't you signed a letter to Donald Trump condemning his decision to pull out of the Paris Climate Change Agreement?",12
"2017-06-02","870735625468694528","Why should the British public trust you to negotiate Brexit?",12
"2017-06-02","870737365517598720","I run a small local business. Faced with higher corporation tax rates and the uncertainty of Brexit, how do you expect me to create some of your ""proper"" jobs that were promised earlier today?",12
"2017-06-02","870738535447482370","Is Labour's manifesto a realistic wish-list, or a letter to Santa Claus?",12
"2017-06-02","870740193279692801","If Britain were under imminent threat from nuclear weapons, how would you react?",12
"2017-06-02","870743619950575617","Zero hours contracts provide an easy way for students like myself to get casual, flexible work. How will scrapping such contracts affect us?",12
"2017-06-02","870746114785509376","Is it right to scrap university tuition fees as such a priority when there is so much else that needs doing in terms of living quality for many people in Britain?",12
"2017-06-05","871819471253536772","We are under attack. If properly controlled, why is internet surveillance not a good thing?",10
"2017-06-05","871821496360083457","Is your second referendum strategy in any way respecting the will of the British people?",10
"2017-06-05","871824004864253952","Do you feel conflicted between your faith and your policies?",10
"2017-06-05","871824839069372416","Can we trust the Liberal Democrats after the U-turn on tuition fees that left their reputation in tatters?",10
"2017-06-05","871825557771739136","How can the Liberal Democrats justify making every tax payer pay an extra Ip of tax?",10
"2017-06-05","871826666888343558","What can our politicians do to make our streets safe again?",10
"2017-06-05","871827856917229568","With SNP support falling, do you accept that you miscalculated the mood of Scotland by calling another independence referendum?",10
"2017-06-05","871830353488564225","You've said you want to be judged on education. On that basis, shouldn't you resign?",10
"2017-06-05","871831805195952130","How can you support increased top rate taxes for the UK but not use devolved power to raise Scottish taxes?",10
"2017-06-05","871832935745433601","Would the SNP be prepared to compromise on an independence referendum and join a coalition with another party to stop the Conservatives from winning?",10
"2017-06-09","873261271893803008","Last night showed Theresa May has no mandate, should she resign?",6
"2017-06-09","873263768167477249","How can the Conservatives align themselves with a party whose values go against our own laws and values?",6
"2017-06-09","873266931570286593","Will June 9th 2017 be remembered as the day Brexit died?",6
"2017-06-09","873269561679908865","Why are Labour happy about losing another election?",6
"2017-06-09","873273566124535808","Does the election result spell the end of the ‘dementia tax’?",6
"2017-06-09","873274776957186051","Now that Jeremy Corbyn did much better than expected, is it fair to say the media’s power over politics is over?",6
"2017-06-15","875473134618632194","Theresa May says “lessons will be learned” following the Grenfell Tower disaster. Why haven’t they already been learned?",5
"2017-06-15","875476480503021572","Will we now see our wibbly wobbly leader do a u-turn over a ‘hard Brexit’?",5
"2017-06-15","875481736662188032","Have the Tories undermined their credibility by getting into bed with the DUP?",5
"2017-06-15","875484512670683136","Can Jeremy Corbyn form a credible government if the Conservatives implode?",5
"2017-06-15","875486112877338625","Do you believe Tim Farron was treated unfairly in regards to his personal religious views?",5
"2017-06-22","878006995823063040","Given that major policies from the Conservative manifesto were missing from the Queen's Speech, is it time for Theresa May to finally admit that she does not have a mandate to govern?",5
"2017-06-22","878011015262334976","One year on from the EU referendum, are we any wiser on what Brexit really means?",5
"2017-06-22","878014569817542657","Why won’t Jeremy Corbyn accept the result of the election?",5
"2017-06-22","878017669806600192","Is austerity responsible for the deaths of the Grenfell residents?",5
"2017-06-22","878020275476074496","If the DUP get an extra £2bn for Northern Ireland because their 10 MPs will support the government, should Devon & Cornwall get an extra £4bn for the support of its 20-plus MPs?",5
"2017-06-29","880544012137975808","Is it right that ten DUP votes have been bought by the government when Mrs May told a nurse that there was no magic money-tree?",5
"2017-06-29","880546416661340161","Should MPs receive a wage freeze and a cap on expenses to help in this time of austerity?",5
"2017-06-29","880548856009809922","Why have 10! MPs this evening, again gone against the will of the British people by voting to remain in the single market and customs union?",5
"2017-06-29","880552855379132416","The horror of Grenfell Tower became politicised during PM’s question time. Do the panel think Parliament should adopt Mrs May’s collective-guilt approach to resolve, or Mr Corbyn’s ‘austerity’ point scoring?",5
"2017-06-29","880556397309677569","Do mainstream media still serve any useful purpose for younger voters?",5
"2017-07-06","883080238149881856","Does the panel agree with David Cameron that it is selfish to give the public sector a pay rise?",4
"2017-07-06","883085063025553411","Should we reduce or scrap the foreign aid budget to help solve funding issues closer to home?",4
"2017-07-06","883087478525222912","Given that 48% voted Remain, why is a hard Brexit being considered the will of the people?",4
"2017-07-06","883091894967914496","Should people leave university with £50k worth of debt?",4
"2017-09-14","908447275604697088","Why was the pay cap lifted for some public servants and not all?",4
"2017-09-14","908451605334384640","Is Jean-Claude Juncker right when he said Britain will live to regret Brexit?",4
"2017-09-14","908456544534237184","In light of the Grenfell inquiry opening today, will we get any concrete answers as to why the disaster happened?",4
"2017-09-14","908460042223067137","Given that many believe Jacob Rees-Mogg’s views to be extreme, does religion have a place in politics?",4
"2017-09-21","910983948200763393","Theresa May wants a two year interim deal, paying €20 billion before we finally leave Europe. Is this what we voted for?",4
"2017-09-21","910989917127368704","For how long will the world leaders put up with Kim Jong-Un and his provocative firing of weapons?",4
"2017-09-21","910992443239264258","Is Vince Cable likely to be Prime Minister?",4
"2017-09-21","910995230241026054","Should university tuition fees be increased or decreased?",4
"2017-09-28","913520877601525761","Does the country need a good dose of socialism?",6
"2017-09-28","913523375846432768","Does the panel think Theresa May will finish her full term as PM?",6
"2017-09-28","913525653915529217","How likely are we to win a beneficial trade deal from a President who won the election on America First?",6
"2017-09-28","913529620187811841","Following the German elections, is the increased popularity of right wing parties across Europe a sign of distrust in the EU’s open door policy on immigration?",6
"2017-09-28","913531903432642561","Will the £500 million bailout for the NHS which Labour are calling for make any difference?",6
"2017-09-28","913534503104237568","Should sport and politics be kept separate?",6
"2017-10-05","916057499219972096","Was the Tory Party conference Theresa May’s last stand?",5
"2017-10-05","916061793826607105","Is Boris Johnson a loose cannon, or the Conservative Party’s best chance of winning the next election?",5
"2017-10-05","916064710256218117","Are university degrees really worth £50k- plus debt?",5
"2017-10-05","916068995694022656","Do the panel believe Catalonia should be granted independence from Spain?",5
"2017-10-05","916071033609904129","Should we turbo charge the house building programme by putting HS2 on the back burner?",5
"2017-10-12","918594159702835202","Should abortion law in Northern Ireland be  amended to reflect changing public attitudes?",5
"2017-10-12","918596831046709248","Is Brexit a disaster in waiting for Northern Ireland?",5
"2017-10-12","918601825254891520","What would you say to Bombardier workers who have been abandoned by Westminster to secure a post Brexit deal with the US?",5
"2017-10-12","918604455452528640","Do the MLAs on the panel feel any sense of embarrassment over receiving full salaries while they have been bickering like toddlers?",5
"2017-10-12","918607502106820609","Does Harvey Weinstein deserve a second chance?",5
"2017-10-19","921131025065037824","In light of the Harvey Weinstein scandal, is sexism just as prevalent as it was in the'60s and ‘70s?",5
"2017-10-19","921133885244739590","How would the panel survive with no income, no savings and a six week wait for state support?",5
"2017-10-19","921137501309464578","Do the panel think no deal in Europe is really such a bad thing?",5
"2017-10-19","921141504663572480","As an obese taxpayer, should I be less deserving of NHS treatment than people who take other risks with their health?",5
"2017-10-19","921144100270825472","Are schools overstepping the mark when they send an alarm clock home with pupils?",5
"2017-10-26","923667494837084161","Following Jared O’Mara’s (rightful) suspension by the Labour Party, is a public figure allowed a past?",5
"2017-10-26","923670200251224065","As Raqqa is recaptured and freed from Isis, people who travelled from UK to fight for Isis will be looking to I return. Should they be allowed back?",5
"2017-10-26","923673503253106688","Should Mark Carney and the BBC admit Brexit will happen and get behind Britain instead of deprecating our nation and continually weakening our bargaining stance?",5
"2017-10-26","923676386333741057","Who should be held accountable for the low and decreasing numbers of poor and non-white students at Oxford and Cambridge?",5
"2017-10-26","923680786238361600","Should congestion charging be introduced in all cities to improve air quality?",5
"2017-11-02","926219526622113792","Can we ever change the  behaviour and culture of  predatory men who use sexual  abuse to exert their power?",5
"2017-11-02","926224722806919168","Eight Catalan ministers have been jailed. Does the panel agree that Spain is behaving like a fascist state?",5
"2017-11-02","926228036147728387","Should smacking a child be a criminal offence?",5
"2017-11-02","926230707277565952","Why as a Scot should I have to pay more tax than the rest of the UK?",5
"2017-11-02","926233572050161667","Should our present Prime Minister Theresa May be replaced by our excellent Ruth Davidson?",5
"2017-11-09","928755913271504896","In light of recent events, can Theresa May still call her government strong and stable?",4
"2017-11-09","928759352151937024","Why hasn’t Theresa May sacked Boris Johnson?",4
"2017-11-09","928761099167719426","Should wealthy individuals be villainised for legally making tax savings?",4
"2017-11-09","928766772500627457","As a I7 year old schoolboy, how is it that I know how to respect women better than some government ministers do?",4
"2017-11-16","931292853229248512","Is a minimum price per unit  of alcohol a sensible idea?",4
"2017-11-16","931295250521444354","Regarding Brexit, Is no deal better than a detrimental deal?",4
"2017-11-16","931300583625158656","Should children be able to choose their gender?",4
"2017-11-16","931304048309006336","Should the Chancellor take John McDonnell’s advice and borrow billions more to end austerity?",4
"2017-11-23","933829114267611137","Workers are worse off now than ten years ago and the future looks equally gloomy. Astonishing! What is the point of capitalism?",2
"2017-11-23","933834783129591814","Can the Budget fix the broken housing market?",2
"2017-11-30","936366212291923968","How far would Donald Trump have to go before our government formally rescinded his invitation for a state visit?",5
"2017-11-30","936369837957353472","Which way would the country have voted if they knew the divorce bill would be 50 billion pounds?",5
"2017-11-30","936374472961155073","Should we prioritise getting  aid to Yemen, rather than  pandering to the Saudis and  supplying them with arms?",5
"2017-11-30","936377159240896512","How would you tackle the social deprivation, high unemployment and low wages faced by the UK’s coastal towns?",5
"2017-11-30","936380417883680768","Is Theresa May being mean spirited by not giving the country an extra bank holiday for the royal wedding?",5
"2017-12-07","938902774972067841","Would Brexit make an ideal theme  for a modern Christmas pantomime?",5
"2017-12-07","938906624843972608","Might a ‘no deal’ Brexit actually be the best result for Britain?",5
"2017-12-07","938910006476406784","Is Donald Trump right to recognise  Jerusalem as the capital of Israel?",5
"2017-12-07","938912563840061441","After the mass resignation of all  members of the Social Mobility  Committee, does the panel think  social class is still relevant today?",5
"2017-12-07","938914609175646212","Should we allow anybody who has  fought for Isis back into this country?",5
"2017-12-14","941439461400956928","When will some MPs stop trying to subvert the will of UK people on Brexit!?",3
"2017-12-14","941448201420378112","Should the government fund voucher payments of up to £200 to encourage mothers to breastfeed their babies?",3
"2017-12-14","941450525454761984","What should be done to tackle the rise in homelessness?",3
"2018-01-11","951586503586648064","When are ridiculous suggestions of a second EU vote going to stop?",6
"2018-01-11","951591366475370496","With the resignation of Toby Young — are we giving in to mob rule by a snowflake generation?",6
"2018-01-11","951595249687760898","Missed targets, failed pledges, patients dying in hospitals — all whilst Hunt is Health Secretary. Is it not high time he is sacked instead of acquiring more responsibilities?",6
"2018-01-11","951596693878988802","Does the panel support a new tax specifically to fund health care?",6
"2018-01-11","951598893673992192","Do the panel agree with Donald Trump that he is a ‘very stable genius”?",6
"2018-01-11","951600205073403904","Is the decision by Virgin Trains to stop selling the Daily Mail a form of censorship?",6
"2018-01-18","954123544895606786","Who should be held accountable for the collapse of Carillion and what action should they face?",3
"2018-01-18","954130247347265537","Is £44 million pounds good value for the loan of the Bayeaux tapestry or is it le stitch up?",3
"2018-01-18","954133937554644993","What should the government do about the haemorrhaging of nurses from the NHS?",3
"2018-01-25","956659968836546562","Do you agree that Theresa May was correct to slap down Boris Johnson for wanting more money for the NHS?",5
"2018-01-25","956665037967581184","What does the Presidents Club tell us about Britain today?",5
"2018-01-25","956667385800425472","Is the Labour Party being taken over by Momentum extremists?",5
"2018-01-25","956670065780445184","During Brexit we’ll have a pro-British US president. Now isn’t that tremendous!?",5
"2018-01-25","956672127964450817","Should the closing of bank branches not be more than a commercial decision especially in rural areas?",5
"2018-02-01","959196849864355845","Are Theresa May’s days numbered? And who is fit to take her place?",4
"2018-02-01","959201222594097153","When will Remainers realise that our Brexit decision was always more than just about the economy?",4
"2018-02-01","959205698222673925","Given recent revelations of a series of innocent men being accused of rape, and almost losing their liberty, is it time to name and shame false accusers?",4
"2018-02-01","959210496711954433","Was Westminster Council right to reject a plan to erect a Margaret Thatcher statue in Parliament Square?",4
"2018-02-08","961733440654790657","Should female Tesco checkout staff, who want to be paid the same as male warehouse staff, apply for a transfer into the warehouse?",5
"2018-02-08","961736772903489536","Is it fair that local authorities have to take the blame for having to increase council tax?",5
"2018-02-08","961741062694948864","Should Jon Venables continue to have anonymity at taxpayers’ expense?",5
"2018-02-08","961743166209773568","Would 16% lower economic growth in the North East be a price worth paying for a hard Brexit?",5
"2018-02-08","961746413456683013","One hundred years on, what still needs to be done to encourage more women to go into politics?",5
"2018-02-15","964270026311327745","Would you still make a donation to Oxfam?",5
"2018-02-15","964274013412478976","If biscuits and other highly processed foods are damaging the nation’s health, isn’t it time for them to be taxed?",5
"2018-02-15","964277571377561600","Can the ticking time bomb of mental health and stress in schools really be solved by even more testing?",5
"2018-02-15","964281851727761409","Can we afford to further erode the armed forces, for instance the potential cuts to the helicopter fleet that is produced and operated in Yeovil?",5
"2018-02-15","964283894915895297","Are politicians incapable of answering questions, or is it just my imagination?",5
"2018-02-22","966806987123064832","When are the right wing media and Tories going to realise lies and smears against Corbyn no longer work?",4
"2018-02-22","966811060568248320","With it becoming harder to find a job as a graduate, is university really worth nine thousand pounds?",4
"2018-02-22","966814065183154177","Is the proposed transition period a cynical attempt to stop Brexit?",4
"2018-02-22","966817933023502336","For how much longer will the world watch the war in Syria and allow so many people to die?",4
"2018-03-01","969343510238416896","With less than 400 days until Britain leaves the EU, has the government wasted the last 616 days?",6
"2018-03-01","969347056031629312","Is John Major correct to suggest that the British public should have the right to vote on the final Brexit proposal?",6
"2018-03-01","969349646656135168","67% of Blackpool voted leave, has Jeremy Corbyn’s u-turn betrayed millions of its northern Labour leave voters?",6
"2018-03-01","969352311230394368","Is it fair that on two occasions planning permission to frack this area was not approved by the council - and the government overruled us?",6
"2018-03-01","969354878882590720","Is the Beast from the East more like hysteria from Siberia and should bosses expect their staff to turn up at work?",6
"2018-03-01","969356275699060737","How do we encourage more investment in Blackpool to ensure we keep young people’s talents and skills in their hometown?",6
"2018-03-08","971880236630585344","If the incident in Salisbury is proven to have links to Russia, what action do we need to take?",4
"2018-03-08","971883574097076225","In light of Donald Trump’s  love of trade wars - will the  UK come off badly in trade  with the USA post-Brexit?",4
"2018-03-08","971887933648199680","Should the government learn from our European partners and take control of the rented sector in housing?",4
"2018-03-08","971892625769926660","Do we want women reaching the top by merit or making up the numbers?",4
"2018-03-15","974416698680971264","How certain are you that the Salisbury attack is beyond doubt, the responsibility of the Russian state?",4
"2018-03-15","974423448087879682","Would the security of the UK be safe in Jeremy I Corbyn’s hands if he became PM?",4
"2018-03-15","974424200466354176","Jean-Claude Juncker again said this week that Britain will regret leaving the EU. With this continuing threatening rhetoric, how does Britain hope to strike any positive deal if the EU seem unwilling to cooperate?",4
"2018-03-15","974428879455633408","Will the garden of England become the lorry park of England after Brexit?",4
"2018-03-22","976958331603619840","Grandma is to blame for Brexit. But since when did youth trump experience?",3
"2018-03-22","976962519825833985","Should transgender women be allowed on an all female lists for elections?",3
"2018-03-22","976965318739456001","Is it time for Europe to turn its back on Russia?",3
"2018-04-12","984548427387285504","If Britain takes military action against Syria, what will be our end game and what do we hope to achieve?",4
"2018-04-12","984554375652749317","Should there be a shrine for the burglar Henry Vincent?",4
"2018-04-12","984556229233139712","Do we need to do more to tackle anti-Semitism?",4
"2018-04-12","984559998499000321","Is it reasonable to leave a private club and expect to keep all the exact same benefits as members?",4
"2018-04-19","987085417852882946","Should children of the Windrush generation be given financial compensation for stresses and hardship suffered?",4
"2018-04-19","987089472193007616","Are the people of Syria any safer since the recent air strikes?",4
"2018-04-19","987094168806752257","In light of the surge in knife crime do the panel think the use of stop and search should be increased?",4
"2018-04-19","987098060856741889","Do the panel feel the Labour Party is two parties living under one roof and is divorce imminent?",4
"2018-04-26","989621809279651840","Should Amber Rudd resign or be sacked?",4
"2018-04-26","989627571611545601","Why does Labour have such a  problem with anti-semitism?",4
"2018-04-26","989630923158192129","Is it not time that as a nation we accept Donald Trump as President of America instead of continually knocking him down?",4
"2018-04-26","989633850937667584","Would staying in the Customs Union still deliver Brexit?",4
"2018-05-03","992158618295283712","Does Donald Trump deserve the Nobel Peace Prize?",4
"2018-05-03","992160718798704641","Is housing ownership within  the reach of younger people  if they ditch takeaway  coffees and avocado toast?",4
"2018-05-03","992166617038671872","Are members of the House of Lords the new enemies of the state?",4
"2018-05-03","992170093156143104","Did Amber Rudd fall on Theresa May’s sword when she resigned over the Windrush scandal?",4
"2018-05-10","994695469640101888","Would £10,000 for 25 year olds effectively redress wealth inequality between the generations?",5
"2018-05-10","994699051944890369","Are ‘crazy’ and ‘cretinous’  plans for customs partnership  a betrayal of Brexit or a  sensible, pragmatic solution?",5
"2018-05-10","994703687774765059","At 104 are you old and wise enough to make decisions of life and death?",5
"2018-05-10","994705961133723655","Were we wrong about Trump?",5
"2018-05-10","994708551904956416","Does the failure of Labour to gain ground in traditional working class towns like Dudley and Bolton suggest Corbynmania is dead?",5
"2018-05-17","997232014762893312","To what extent was the tragedy at Grenfell the result of putting money before people?",5
"2018-05-17","997235928245723136","Why not ban the use of combustible cladding in high rise buildings now?",5
"2018-05-17","997236415720280064","The Grenfell families had to campaign to get changes to the Inquiry and building regulations. Why is the government forcing them to fight to have their voices heard?",5
"2018-05-17","997239655958568960","Will the Israeli government be held accountable for their crimes against Palestine?",5
"2018-05-17","997243304742932483","My cousin was brutally stabbed by a group of young people last week. What action is being taken to address the increase in youth violence?",5
"2018-05-24","999768929907113985","Should we be preparing ourselves for ‘yet another’ election?",4
"2018-05-24","999775479312928768","Do you think that ‘the bastion of white, middle class southern privilege’ spreads beyond just Oxford University?",4
"2018-05-24","999779391055056897","After the disastrous first week of the new rail timetable, is it time I to look at nationalising the railways?",4
